Order Number,Order Date,Order Time,RestID,CustLocationEasting,CustLocationNorthing,,
13574,19/12/2020,17:42,2,404714,279498,,
13573,19/12/2020,17:39,2,395098,275048,,
13571,19/12/2020,17:32,2,408553,279566,,
13569,19/12/2020,17:24,2,406698,276801,,
13567,19/12/2020,16:45,2,413960,285792,,
13589,19/12/2020,19:16,2,410363,289153,,
13587,19/12/2020,18:56,2,395448,285690,,
13581,19/12/2020,18:48,2,402227,282918,,
13578,19/12/2020,18:25,2,405980,291463,,
13568,19/12/2020,17:08,3,539692,265021,,
13602,19/12/2020,22:20,2,400460,285150,,
13600,19/12/2020,20:28,3,542064,261110,,
13597,19/12/2020,20:25,2,397237,289252,,
13594,19/12/2020,19:38,2,402670,281043,,
13599,19/12/2020,20:30,2,396057,274358,,
13596,19/12/2020,19:53,3,542095,260318,,
13584,19/12/2020,18:52,3,539558,255840,,
13570,19/12/2020,17:31,2,413162,273373,,
13563,19/12/2020,11:01,2,402588,291731,,
13601,19/12/2020,20:31,2,411126,291048,,
13595,19/12/2020,19:48,2,398878,282036,,
13593,19/12/2020,19:33,2,406400,288271,,
13590,19/12/2020,19:23,2,403470,281348,,
13588,19/12/2020,18:55,3,544605,267585,,
13586,19/12/2020,18:54,2,401790,290435,,
13585,19/12/2020,19:14,2,411883,283567,,
13583,19/12/2020,18:49,2,410050,289324,,
13580,19/12/2020,18:41,3,545188,260177,,
13577,19/12/2020,18:22,2,399963,284549,,
13572,19/12/2020,17:35,3,541863,258864,,
13565,19/12/2020,16:35,2,403680,281386,,
13564,19/12/2020,16:26,3,548100,268095,,
13566,19/12/2020,16:38,2,404669,280388,,
13598,19/12/2020,20:26,2,403879,287036,,
97928,20/12/2020,21:58,1,523144,182943,,
97924,20/12/2020,18:55,1,522436,185878,,
97916,20/12/2020,17:34,1,521552,185102,,
97922,20/12/2020,18:40,1,523985,186960,,
97927,20/12/2020,19:05,1,522022,187279,,
97920,20/12/2020,17:53,3,544311,263188,,
97919,20/12/2020,17:52,1,520860,184919,,
97926,20/12/2020,19:00,1,520934,182841,,
97925,20/12/2020,18:57,3,542500,265627,,
97923,20/12/2020,18:52,1,522266,184943,,
97918,20/12/2020,17:40,1,519930,185287,,
97917,20/12/2020,17:37,1,519864,186806,,
97915,20/12/2020,17:29,3,541613,263870,,
97913,20/12/2020,12:54,1,519875,187066,,
97914,20/12/2020,16:59,1,518371,186466,,
13627,20/12/2020,20:50,2,402286,275479,,
13624,20/12/2020,19:41,3,544116,263889,,
13622,20/12/2020,19:23,2,403777,291126,,
13619,20/12/2020,18:47,2,412379,275911,,
13612,20/12/2020,17:50,3,545366,257727,,
13611,20/12/2020,17:32,2,396129,291767,,
13607,20/12/2020,16:56,2,412697,288898,,
13603,20/12/2020,15:35,2,395882,291938,,
13625,20/12/2020,20:25,2,399347,275277,,
13623,20/12/2020,19:28,2,396975,283248,,
13605,20/12/2020,16:39,2,401340,277085,,
13621,20/12/2020,19:20,2,406918,274793,,
13620,20/12/2020,18:54,3,539930,266192,,
13606,20/12/2020,16:49,2,413539,290230,,
13626,20/12/2020,20:36,2,412076,278044,,
13613,20/12/2020,18:15,2,400945,278126,,
13604,20/12/2020,16:39,3,540757,259341,,
13628,20/12/2020,21:04,3,545589,260041,,
13617,20/12/2020,18:42,2,395971,280048,,
13615,20/12/2020,18:39,2,396636,277497,,
13614,20/12/2020,18:20,2,398797,277810,,
13610,20/12/2020,17:32,2,394781,291931,,
13609,20/12/2020,17:24,2,410182,291339,,
13608,20/12/2020,17:11,3,543758,262869,,
12123,20/12/2020,17:17,2,396664,273624,,
13618,20/12/2020,18:43,2,411429,287038,,
13616,20/12/2020,18:38,3,546887,259180,,
97940,22/12/2020,21:35,3,548186,259252,,
97939,22/12/2020,19:16,1,523262,187536,,
97936,22/12/2020,16:31,1,523946,186130,,
97935,22/12/2020,13:01,3,546411,262832,,
97938,22/12/2020,18:54,1,525123,182423,,
97937,22/12/2020,18:22,1,525804,186650,,
97934,22/12/2020,12:46,1,519516,187634,,
97933,22/12/2020,12:44,1,518443,182615,,
97932,22/12/2020,12:36,1,525817,185996,,
97931,22/12/2020,12:34,1,522008,185604,,
13633,22/12/2020,18:50,2,400083,290059,,
13636,22/12/2020,20:59,3,546055,267527,,
13632,22/12/2020,18:21,3,547659,260857,,
13631,22/12/2020,17:39,2,412634,286382,,
13629,22/12/2020,17:30,2,403681,290351,,
13634,22/12/2020,19:16,2,400148,276192,,
13630,22/12/2020,17:33,2,402647,274848,,
13635,22/12/2020,19:39,2,411406,290090,,
97948,23/12/2020,22:12,1,524874,183715,,
97946,23/12/2020,20:54,1,523483,184124,,
97941,23/12/2020,16:50,1,523870,185516,,
97944,23/12/2020,18:37,1,522495,183636,,
97943,23/12/2020,18:24,1,522322,187717,,
97942,23/12/2020,18:19,1,524335,184408,,
97947,23/12/2020,21:17,1,524604,183904,,
97945,23/12/2020,19:38,3,543248,266366,,
13641,23/12/2020,17:45,2,410710,291547,,
13640,23/12/2020,17:39,3,546257,264266,,
13654,23/12/2020,20:19,2,401409,273853,,
13645,23/12/2020,18:05,2,409957,283130,,
13638,23/12/2020,13:48,2,398225,286279,,
13639,23/12/2020,17:01,2,397061,288860,,
13656,23/12/2020,22:19,3,543485,267634,,
13655,23/12/2020,20:31,2,406242,279848,,
13652,23/12/2020,19:58,3,542612,257555,,
13646,23/12/2020,18:09,2,408598,287497,,
13653,23/12/2020,20:05,2,407955,279781,,
13651,23/12/2020,19:49,2,408137,281147,,
13650,23/12/2020,19:41,2,403391,274432,,
13649,23/12/2020,19:39,2,408049,290632,,
13644,23/12/2020,17:59,3,539986,260647,,
13643,23/12/2020,17:56,2,412111,281459,,
13642,23/12/2020,17:55,2,401724,279197,,
13648,23/12/2020,19:34,3,546092,259273,,
97951,24/12/2020,18:28,1,520221,186721,,
97949,24/12/2020,11:28,1,525478,183223,,
97954,24/12/2020,19:41,1,526037,183591,,
97952,24/12/2020,18:39,1,518689,187648,,
97956,24/12/2020,22:40,1,518469,183056,,
97953,24/12/2020,18:54,1,524763,184819,,
97955,24/12/2020,21:11,3,539513,260137,,
97950,24/12/2020,17:53,3,547202,265464,,
13664,24/12/2020,18:51,3,544395,265153,,
13662,24/12/2020,18:05,2,397330,284969,,
13659,24/12/2020,17:32,2,402722,285686,,
13658,24/12/2020,17:02,2,403041,285710,,
13670,24/12/2020,19:59,2,411850,281946,,
13668,24/12/2020,19:27,3,543441,265920,,
13665,24/12/2020,18:53,2,398626,286491,,
13661,24/12/2020,17:54,2,408301,283424,,
13671,24/12/2020,20:32,2,403911,285187,,
13669,24/12/2020,19:34,2,397161,290519,,
13667,24/12/2020,19:19,2,402645,283631,,
13666,24/12/2020,19:06,2,396735,289771,,
13660,24/12/2020,17:50,3,547214,255628,,
13657,24/12/2020,13:52,2,399319,283657,,
13663,24/12/2020,18:10,2,400745,288966,,
13672,24/12/2020,21:36,3,541354,267247,,
97972,25/12/2020,20:19,1,521901,186699,,
97968,25/12/2020,18:54,1,521711,185254,,
97966,25/12/2020,18:24,1,520941,186206,,
97970,25/12/2020,19:33,3,547918,259344,,
97961,25/12/2020,17:34,1,524646,184524,,
97957,25/12/2020,15:35,1,523023,182646,,
97965,25/12/2020,18:02,3,541341,257532,,
97967,25/12/2020,18:38,1,519746,185344,,
97964,25/12/2020,17:58,1,520158,187910,,
97959,25/12/2020,17:32,1,525796,184011,,
97969,25/12/2020,19:30,1,519650,187590,,
97963,25/12/2020,17:51,1,525380,184434,,
97960,25/12/2020,17:31,3,548017,255344,,
97958,25/12/2020,16:39,1,521445,184374,,
97971,25/12/2020,19:34,1,518236,187981,,
13694,25/12/2020,21:23,2,404864,291147,,
13691,25/12/2020,19:54,2,408304,283171,,
13687,25/12/2020,19:33,2,405899,291723,,
13685,25/12/2020,19:22,2,407316,276503,,
13683,25/12/2020,18:47,2,398018,280017,,
13676,25/12/2020,17:46,3,547561,262546,,
13673,25/12/2020,16:47,2,399200,278505,,
13695,25/12/2020,21:32,2,399055,278618,,
13693,25/12/2020,20:05,2,407678,290704,,
13686,25/12/2020,19:27,2,396625,278277,,
13696,25/12/2020,22:00,3,542942,267677,,
13692,25/12/2020,19:59,3,544817,255172,,
13690,25/12/2020,19:51,2,406458,288051,,
13689,25/12/2020,19:49,2,404502,278222,,
13680,25/12/2020,18:32,3,544853,258036,,
13677,25/12/2020,18:12,2,413921,290947,,
13684,25/12/2020,18:59,3,546623,266736,,
13682,25/12/2020,18:34,2,409826,286928,,
13681,25/12/2020,18:29,2,394968,292066,,
13679,25/12/2020,18:25,2,404768,284300,,
13678,25/12/2020,18:22,2,407778,278922,,
13675,25/12/2020,17:25,2,394265,276326,,
13674,25/12/2020,17:19,2,409847,289533,,
13688,25/12/2020,19:47,3,540407,265912,,
97987,26/12/2020,20:06,1,524987,187563,,
97982,26/12/2020,18:26,1,519671,187115,,
97980,26/12/2020,17:52,3,547832,264159,,
97978,26/12/2020,17:45,1,519864,186267,,
97977,26/12/2020,17:37,1,521066,183815,,
97981,26/12/2020,18:26,1,521234,186580,,
97976,26/12/2020,17:36,1,520045,182473,,
97974,26/12/2020,17:18,1,524487,182501,,
97975,26/12/2020,17:20,3,544649,262504,,
97973,26/12/2020,17:15,1,522666,184716,,
97985,26/12/2020,19:14,3,544989,265660,,
97984,26/12/2020,19:12,1,522608,183530,,
97983,26/12/2020,18:50,1,520068,187571,,
97979,26/12/2020,17:51,1,520376,187211,,
13721,26/12/2020,21:05,2,395636,291043,,
13719,26/12/2020,20:20,2,410818,283005,,
13717,26/12/2020,19:53,2,395039,283738,,
13715,26/12/2020,19:41,2,405925,276319,,
13714,26/12/2020,19:37,2,403504,278696,,
13713,26/12/2020,19:32,2,409017,281318,,
13712,26/12/2020,18:48,3,542458,263333,,
13710,26/12/2020,18:32,2,406734,279910,,
13707,26/12/2020,18:26,2,407542,275465,,
13723,26/12/2020,22:14,2,407075,282319,,
13718,26/12/2020,20:12,2,394835,287755,,
13709,26/12/2020,18:26,2,407157,275089,,
13706,26/12/2020,18:20,2,398093,289622,,
13722,26/12/2020,21:06,2,401204,289016,,
13716,26/12/2020,19:47,3,544082,256204,,
13708,26/12/2020,18:26,3,545805,261366,,
13702,26/12/2020,17:27,2,402735,284466,,
13697,26/12/2020,16:05,2,396691,287920,,
13720,26/12/2020,20:37,3,544867,258875,,
13704,26/12/2020,18:16,3,543853,265267,,
13703,26/12/2020,18:33,2,402671,287335,,
13701,26/12/2020,17:26,2,412121,287482,,
13700,26/12/2020,17:07,3,542887,256975,,
13699,26/12/2020,16:40,2,394660,281546,,
13698,26/12/2020,16:06,2,404482,291526,,
13711,26/12/2020,18:42,2,404033,287011,,
13705,26/12/2020,18:19,2,404479,275022,,
98017,27/12/2020,21:29,1,525201,183358,,
98015,27/12/2020,20:40,3,545344,258750,,
98013,27/12/2020,20:38,1,522383,185760,,
98011,27/12/2020,20:32,1,525129,185671,,
98010,27/12/2020,20:32,3,540065,262327,,
98008,27/12/2020,20:08,1,524526,185974,,
98007,27/12/2020,19:58,1,519515,187259,,
98006,27/12/2020,19:59,1,523126,185965,,
98005,27/12/2020,19:34,3,541673,263131,,
98002,27/12/2020,18:47,1,525300,186472,,
97991,27/12/2020,16:40,1,526005,183464,,
97990,27/12/2020,14:52,3,547648,267076,,
97996,27/12/2020,17:39,1,524472,184919,,
97989,27/12/2020,13:34,1,525874,184368,,
98009,27/12/2020,20:31,1,523470,183730,,
98016,27/12/2020,20:50,1,525329,186779,,
98004,27/12/2020,19:24,1,522400,183968,,
98000,27/12/2020,18:05,3,547182,258054,,
97999,27/12/2020,17:56,1,519467,185043,,
97992,27/12/2020,16:56,1,526025,184704,,
97988,27/12/2020,13:30,1,524822,183689,,
98012,27/12/2020,20:37,1,524608,182553,,
98003,27/12/2020,19:02,1,520143,186463,,
98001,27/12/2020,18:13,1,518785,183107,,
97998,27/12/2020,17:57,1,521506,187152,,
97997,27/12/2020,17:52,1,519415,184025,,
97995,27/12/2020,17:37,3,544537,265390,,
97993,27/12/2020,17:17,1,519875,186296,,
97994,27/12/2020,17:28,1,521861,183158,,
98014,27/12/2020,20:38,1,525060,186294,,
13766,27/12/2020,21:53,2,404363,278278,,
13765,27/12/2020,21:50,2,396764,274346,,
13763,27/12/2020,20:25,2,395726,273707,,
13757,27/12/2020,19:51,2,404048,283969,,
13750,27/12/2020,18:52,2,402287,274320,,
13748,27/12/2020,18:39,3,547531,267728,,
13747,27/12/2020,18:35,2,408224,277671,,
13746,27/12/2020,18:30,2,402834,281132,,
13745,27/12/2020,18:15,2,399866,287650,,
13743,27/12/2020,18:01,2,411160,273527,,
13742,27/12/2020,18:01,2,401102,273736,,
13737,27/12/2020,17:41,2,409527,289546,,
13734,27/12/2020,17:25,2,403531,288586,,
13732,27/12/2020,17:12,3,540713,268304,,
13764,27/12/2020,21:18,3,540690,260434,,
13760,27/12/2020,19:51,3,542458,255556,,
13758,27/12/2020,19:50,2,402135,278821,,
13744,27/12/2020,18:09,3,546561,263871,,
13739,27/12/2020,17:49,2,394324,288342,,
13736,27/12/2020,17:29,3,542421,256074,,
13730,27/12/2020,17:01,2,413289,287699,,
13751,27/12/2020,19:07,2,408820,274462,,
13738,27/12/2020,17:48,2,401301,292020,,
13759,27/12/2020,19:51,2,404889,289803,,
13735,27/12/2020,17:28,2,404244,276188,,
13733,27/12/2020,17:19,2,395425,285846,,
13731,27/12/2020,17:12,2,406718,287003,,
13728,27/12/2020,16:51,3,544107,264439,,
13725,27/12/2020,15:12,2,404397,288328,,
13724,27/12/2020,13:06,3,547275,258044,,
13762,27/12/2020,20:09,2,403743,281766,,
13761,27/12/2020,20:11,2,411763,286032,,
13756,27/12/2020,19:48,3,540905,257640,,
13755,27/12/2020,19:34,2,407328,290618,,
13753,27/12/2020,19:27,2,412365,288226,,
13752,27/12/2020,19:16,3,546255,265022,,
13740,27/12/2020,17:51,3,546004,267719,,
13729,27/12/2020,16:54,2,411405,289471,,
13727,27/12/2020,16:17,2,413125,287731,,
13726,27/12/2020,15:27,2,397284,283346,,
13741,27/12/2020,17:55,2,410789,288960,,
13754,27/12/2020,19:29,2,396433,279078,,
13749,27/12/2020,18:46,2,399355,274086,,
98024,28/12/2020,18:02,1,519189,184149,,
98020,28/12/2020,17:18,3,547227,258057,,
98019,28/12/2020,17:18,1,525913,187132,,
98031,28/12/2020,21:07,1,520759,186859,,
98029,28/12/2020,19:21,1,525515,184606,,
98026,28/12/2020,18:36,1,521749,186052,,
98023,28/12/2020,17:56,1,523817,185632,,
98021,28/12/2020,17:44,1,521231,182389,,
98018,28/12/2020,11:18,1,519958,187699,,
98030,28/12/2020,20:24,3,541770,255612,,
98028,28/12/2020,18:41,1,521529,185097,,
98025,28/12/2020,18:33,3,547310,267470,,
13797,28/12/2020,21:02,2,394772,291147,,
13789,28/12/2020,18:31,2,397305,288666,,
13788,28/12/2020,18:14,3,547011,256236,,
13783,28/12/2020,18:04,2,400820,277782,,
13782,28/12/2020,18:03,2,394372,281307,,
13780,28/12/2020,17:43,3,545493,264271,,
13778,28/12/2020,17:35,2,413495,274746,,
13777,28/12/2020,17:34,2,408629,276937,,
13776,28/12/2020,17:33,3,544788,264013,,
13787,28/12/2020,18:12,2,397010,287781,,
13781,28/12/2020,17:51,2,405046,279429,,
13767,28/12/2020,01:59,2,403467,276263,,
13794,28/12/2020,19:09,2,398647,283371,,
13769,28/12/2020,13:08,2,401809,287408,,
13795,28/12/2020,19:33,2,399989,273737,,
13793,28/12/2020,19:00,2,406218,277708,,
13790,28/12/2020,18:37,2,407443,275017,,
13775,28/12/2020,17:33,2,404155,290086,,
13772,28/12/2020,17:22,3,548280,261182,,
13798,28/12/2020,21:18,2,395796,274042,,
13796,28/12/2020,19:47,3,543500,265080,,
13786,28/12/2020,18:08,2,411894,275963,,
13785,28/12/2020,18:08,2,396336,279967,,
13784,28/12/2020,18:07,3,542397,258634,,
13774,28/12/2020,17:32,2,397093,284607,,
13770,28/12/2020,15:36,2,410917,290531,,
13792,28/12/2020,18:52,3,541244,267034,,
13773,28/12/2020,17:30,2,402483,281705,,
13771,28/12/2020,16:54,2,396342,278315,,
13768,28/12/2020,10:14,3,547051,256678,,
13799,28/12/2020,22:00,2,411922,282353,,
13779,28/12/2020,17:40,2,394264,277874,,
98041,29/12/2020,20:26,1,525495,186232,,
98040,29/12/2020,20:23,3,540940,261881,,
98035,29/12/2020,18:08,3,547215,256992,,
98033,29/12/2020,17:25,1,523746,186563,,
98039,29/12/2020,20:23,1,521703,185175,,
98034,29/12/2020,17:42,1,525214,182622,,
98038,29/12/2020,20:09,1,524208,183205,,
98037,29/12/2020,19:08,1,525279,184249,,
98032,29/12/2020,17:16,1,524683,183345,,
98036,29/12/2020,18:09,1,521451,185435,,
98042,29/12/2020,21:56,1,524452,186026,,
13800,29/12/2020,16:32,3,545172,255739,,
13811,29/12/2020,20:40,2,410434,282946,,
13806,29/12/2020,18:57,2,413323,279957,,
13810,29/12/2020,19:37,2,396718,276038,,
13804,29/12/2020,18:32,3,541131,264001,,
13802,29/12/2020,18:01,2,405434,288226,,
13812,29/12/2020,21:04,3,540425,256133,,
13805,29/12/2020,18:42,2,403805,275354,,
13803,29/12/2020,18:27,2,402284,285379,,
13801,29/12/2020,17:21,2,403351,281720,,
13809,29/12/2020,19:29,2,413858,287700,,
13808,29/12/2020,19:25,3,542954,261402,,
13807,29/12/2020,19:11,2,405061,285268,,
98043,30/12/2020,17:20,1,520279,186524,,
98044,30/12/2020,18:10,1,521624,186289,,
98045,30/12/2020,19:16,3,541483,263690,,
13817,30/12/2020,18:38,2,395224,276103,,
13816,30/12/2020,18:15,3,539834,264988,,
13818,30/12/2020,18:46,2,413728,280661,,
13815,30/12/2020,17:45,2,406831,288348,,
13814,30/12/2020,17:41,2,399888,290395,,
13820,30/12/2020,19:34,3,546542,266259,,
13822,30/12/2020,20:41,2,399768,277151,,
13821,30/12/2020,20:32,2,410949,292045,,
13813,30/12/2020,17:22,2,410330,279648,,
13823,30/12/2020,21:20,2,404962,283104,,
13819,30/12/2020,19:01,2,413303,291259,,
98053,31/12/2020,21:04,1,518834,187440,,
98047,31/12/2020,18:02,1,520425,185649,,
98049,31/12/2020,18:24,1,521670,182967,,
98052,31/12/2020,20:12,1,522113,186394,,
98050,31/12/2020,18:51,3,540968,256342,,
98051,31/12/2020,19:17,1,524243,183052,,
98048,31/12/2020,18:23,1,520000,183439,,
13827,31/12/2020,18:14,2,407124,289872,,
13826,31/12/2020,17:36,2,404171,289998,,
13824,31/12/2020,15:19,3,546276,263889,,
13832,31/12/2020,21:39,3,543195,259208,,
13828,31/12/2020,18:34,3,542972,263696,,
13831,31/12/2020,20:34,2,397210,275161,,
13830,31/12/2020,19:08,2,397017,273524,,
13829,31/12/2020,18:40,2,413623,283150,,
13833,31/12/2020,22:23,2,408407,290236,,
98081,01/01/2021,22:25,1,519579,182370,,
98078,01/01/2021,19:28,1,522893,187629,,
98069,01/01/2021,18:29,1,525720,186974,,
98065,01/01/2021,18:04,3,544836,258391,,
98063,01/01/2021,17:44,1,522744,184952,,
98062,01/01/2021,17:43,1,520258,186696,,
98060,01/01/2021,17:35,3,542153,258879,,
98059,01/01/2021,15:40,1,521666,186006,,
98067,01/01/2021,18:07,1,519236,187497,,
98079,01/01/2021,20:22,1,525078,182622,,
98071,01/01/2021,18:40,1,522154,182963,,
98066,01/01/2021,18:06,1,519546,183954,,
98061,01/01/2021,17:43,1,524885,185512,,
98057,01/01/2021,12:27,1,519310,182868,,
98056,01/01/2021,12:22,1,521837,186681,,
98055,01/01/2021,10:42,3,544717,261319,,
98054,01/01/2021,10:06,1,524134,184275,,
98080,01/01/2021,21:35,3,539515,265650,,
98077,01/01/2021,19:26,1,520105,183139,,
98076,01/01/2021,19:23,1,518629,185355,,
98075,01/01/2021,19:19,3,541899,258857,,
98074,01/01/2021,19:20,1,524901,185784,,
98073,01/01/2021,19:16,1,522307,186530,,
98072,01/01/2021,19:12,1,522969,183906,,
98064,01/01/2021,17:54,1,524218,185373,,
98058,01/01/2021,13:50,1,523198,186993,,
98068,01/01/2021,18:24,1,522777,184875,,
13851,01/01/2021,19:54,2,404694,282534,,
13848,01/01/2021,19:01,3,541534,255840,,
13845,01/01/2021,18:54,2,408957,289859,,
13844,01/01/2021,18:46,3,542733,262118,,
13854,01/01/2021,21:20,2,398441,286039,,
13849,01/01/2021,19:21,2,411521,287502,,
13850,01/01/2021,19:48,2,397329,291908,,
13846,01/01/2021,18:56,2,398295,286960,,
13838,01/01/2021,17:01,2,398779,284584,,
13836,01/01/2021,14:35,3,542820,256463,,
13855,01/01/2021,22:21,2,408207,276771,,
13853,01/01/2021,21:06,2,396121,286673,,
13852,01/01/2021,20:11,3,545281,256243,,
13847,01/01/2021,19:00,2,406498,282192,,
13841,01/01/2021,17:43,2,410078,286961,,
13839,01/01/2021,17:10,2,394979,285160,,
13837,01/01/2021,15:03,2,402073,282559,,
13834,01/01/2021,14:13,2,410594,278265,,
13843,01/01/2021,18:14,2,409491,278724,,
13842,01/01/2021,18:09,2,403683,282105,,
13840,01/01/2021,17:43,3,547034,259201,,
13835,01/01/2021,14:27,2,394615,275764,,
98096,02/01/2021,19:41,1,520200,184745,,
98095,02/01/2021,19:35,3,548066,263025,,
98094,02/01/2021,19:33,1,523253,185887,,
98092,02/01/2021,19:21,1,518195,183593,,
98088,02/01/2021,18:45,1,525414,187204,,
98086,02/01/2021,17:58,1,519005,185712,,
98083,02/01/2021,17:31,1,518525,187528,,
98099,02/01/2021,20:30,1,519886,186390,,
98091,02/01/2021,18:59,1,521498,184380,,
98089,02/01/2021,18:46,1,519859,186316,,
98085,02/01/2021,17:43,3,539754,258866,,
98090,02/01/2021,18:52,3,543595,267314,,
98087,02/01/2021,18:33,1,523087,183857,,
98093,02/01/2021,19:20,1,523864,185501,,
98082,02/01/2021,17:19,1,522281,187978,,
98100,02/01/2021,22:07,3,542224,260895,,
98098,02/01/2021,20:17,1,521336,183352,,
98097,02/01/2021,20:12,1,519320,185989,,
98084,02/01/2021,17:34,1,525867,187576,,
13892,02/01/2021,20:33,3,541788,255770,,
13891,02/01/2021,20:34,2,405467,283143,,
13887,02/01/2021,19:50,2,413046,276997,,
13884,02/01/2021,19:30,3,541872,263005,,
13883,02/01/2021,19:30,2,409188,291572,,
13882,02/01/2021,19:26,2,405479,289402,,
13879,02/01/2021,18:55,2,398704,290677,,
13878,02/01/2021,18:52,2,404853,289865,,
13877,02/01/2021,18:51,2,397676,285791,,
13875,02/01/2021,18:45,2,396028,287566,,
13874,02/01/2021,18:44,2,399102,279108,,
13868,02/01/2021,17:52,3,545434,260896,,
13862,02/01/2021,17:39,2,397481,275897,,
13860,02/01/2021,17:29,3,547947,263552,,
13858,02/01/2021,17:02,2,402441,289481,,
13857,02/01/2021,16:46,2,405925,282596,,
13871,02/01/2021,18:07,2,394995,290077,,
13896,02/01/2021,21:33,3,544080,263665,,
13889,02/01/2021,20:18,2,410192,284704,,
13885,02/01/2021,19:37,2,401048,273021,,
13898,02/01/2021,22:08,2,402140,275962,,
13881,02/01/2021,19:12,2,404206,290666,,
13873,02/01/2021,18:27,2,402695,273076,,
13870,02/01/2021,18:03,2,398304,280709,,
13869,02/01/2021,17:54,2,412642,284540,,
13867,02/01/2021,17:51,2,399758,283057,,
13863,02/01/2021,17:42,2,412840,285899,,
13894,02/01/2021,21:00,2,411124,273788,,
13890,02/01/2021,20:25,2,403208,283178,,
13888,02/01/2021,20:04,3,547858,263778,,
13886,02/01/2021,19:49,2,407494,277168,,
13880,02/01/2021,19:14,3,539422,257914,,
13872,02/01/2021,18:23,3,542349,259534,,
13866,02/01/2021,17:49,2,409450,274917,,
13864,02/01/2021,17:46,3,539435,259215,,
13861,02/01/2021,17:32,2,398661,285395,,
13859,02/01/2021,17:06,2,409366,284700,,
13893,02/01/2021,20:50,2,410219,278453,,
13876,02/01/2021,18:47,3,545602,268470,,
13865,02/01/2021,17:45,2,398471,273553,,
13856,02/01/2021,16:43,3,543920,258293,,
13895,02/01/2021,21:26,2,411552,275557,,
98113,03/01/2021,18:39,1,524006,182489,,
98107,03/01/2021,17:02,1,524631,187320,,
98117,03/01/2021,21:27,1,521136,186547,,
98116,03/01/2021,19:24,1,521787,183462,,
98115,03/01/2021,18:49,3,540557,267012,,
98114,03/01/2021,18:46,1,525698,186732,,
98112,03/01/2021,18:39,1,520891,185150,,
98108,03/01/2021,17:34,1,522294,184580,,
98106,03/01/2021,14:05,1,522822,184369,,
98111,03/01/2021,17:52,1,523133,185410,,
98109,03/01/2021,17:50,1,520124,187119,,
98110,03/01/2021,17:52,3,546749,263098,,
13915,03/01/2021,20:10,2,410765,282905,,
13913,03/01/2021,18:02,2,413242,275947,,
13912,03/01/2021,18:02,3,547343,258557,,
13905,03/01/2021,17:25,2,402169,290444,,
13911,03/01/2021,17:48,2,407197,285655,,
13907,03/01/2021,17:25,2,410780,286564,,
13901,03/01/2021,17:10,2,409419,287550,,
13910,03/01/2021,17:45,2,404211,291326,,
13908,03/01/2021,17:32,3,540432,261036,,
13906,03/01/2021,17:24,2,394386,280348,,
13909,03/01/2021,17:42,2,406179,286578,,
13904,03/01/2021,17:22,3,541984,267362,,
13903,03/01/2021,17:16,2,404867,280946,,
13902,03/01/2021,17:14,2,412695,289119,,
13917,03/01/2021,20:59,2,410262,282218,,
13914,03/01/2021,19:20,2,411876,284952,,
13918,03/01/2021,21:19,2,411823,274369,,
13916,03/01/2021,20:54,3,539555,261341,,
13900,03/01/2021,15:57,3,544435,262873,,
13899,03/01/2021,15:20,2,408082,282384,,
98124,04/01/2021,21:46,1,524374,183195,,
98123,04/01/2021,21:38,1,525913,185105,,
98119,04/01/2021,18:18,1,521893,185472,,
98118,04/01/2021,18:12,1,518892,183294,,
98122,04/01/2021,21:12,1,524108,184616,,
98121,04/01/2021,21:08,1,525646,186689,,
98120,04/01/2021,19:05,3,542754,262674,,
13926,04/01/2021,20:51,2,404235,287388,,
13923,04/01/2021,20:02,2,404170,277476,,
13920,04/01/2021,18:41,3,542873,256049,,
13927,04/01/2021,21:03,2,413479,281677,,
13922,04/01/2021,19:51,2,408115,284065,,
13919,04/01/2021,13:36,2,400580,284960,,
13921,04/01/2021,18:51,2,404632,274077,,
13924,04/01/2021,20:41,3,544375,264671,,
13925,04/01/2021,20:48,2,404123,278958,,
98128,05/01/2021,21:41,1,521971,187435,,
98126,05/01/2021,20:20,1,518384,183547,,
98127,05/01/2021,20:31,1,523370,183989,,
98125,05/01/2021,18:52,3,545455,255123,,
13933,05/01/2021,18:39,2,403248,277157,,
13934,05/01/2021,19:46,2,400733,274211,,
13930,05/01/2021,17:23,2,400345,286434,,
13932,05/01/2021,18:18,3,548273,266397,,
13931,05/01/2021,17:46,2,410222,279077,,
13929,05/01/2021,17:21,2,401772,288222,,
98130,06/01/2021,19:28,3,539796,262461,,
98129,06/01/2021,18:50,1,523939,185087,,
98133,06/01/2021,20:42,1,525043,184679,,
98131,06/01/2021,19:50,1,521890,185788,,
98132,06/01/2021,20:09,1,520618,187944,,
98134,06/01/2021,20:42,1,519027,183895,,
13945,06/01/2021,20:30,2,402667,280422,,
13944,06/01/2021,19:22,3,541158,267440,,
13940,06/01/2021,19:03,3,540446,260619,,
13941,06/01/2021,19:09,2,402449,286252,,
13943,06/01/2021,19:13,2,407088,284474,,
13942,06/01/2021,19:12,2,408074,286821,,
13938,06/01/2021,18:16,2,403012,274871,,
13937,06/01/2021,18:12,2,403958,281543,,
13936,06/01/2021,17:59,3,540727,255275,,
13935,06/01/2021,17:23,2,403390,289118,,
13939,06/01/2021,18:27,2,401558,274052,,
98146,07/01/2021,20:16,1,523081,186287,,
